0	0	199	-1179.9367937042666
1	1	199	-1681.2572922333297
2	2	199	-1617.535920117934
3	4	199	-1385.3958506420618
4	5	199	-1643.1212267976125
5	6	199	-1626.5496737574772
6	8	199	-1066.9811965646766
7	9	199	-1489.0615815727122
8	10	199	-1357.72438652437
9	12	199	-1618.0140986540823
10	13	199	-1514.5100162981862
11	14	199	-1492.9502062776128
12	15	199	-1688.4232257720657
13	17	199	-1450.7160603336945
14	19	199	-1510.8963669213292
15	20	199	-1275.272398898344
16	21	199	-1334.0948803750389
17	22	199	-1505.872276516767
18	24	199	-1197.4118782410378
19	25	199	-1394.3906855700752
20	26	199	-1410.568801346986
21	28	199	-1407.864711334275
22	29	199	-1515.3299539951684
23	30	199	-1435.767931744427
24	31	199	-1414.945754605755
25	33	199	-3.532357149227893
26	34	199	-1329.705050880727
27	35	199	-7.382317332761274
28	37	199	-1512.0060030195973
29	38	199	-1244.3977282954336
30	39	199	-4.9132649313931
31	40	199	-3.7740546217035162
32	42	199	-987.8360251272052
33	43	199	-1086.5194832169507
34	44	199	-844.6582832796093
35	46	199	-908.4935510013921
36	47	199	-815.281206577849
37	48	199	-602.4928225468636
38	49	199	-856.5430956910897
39	51	199	-763.5300222607301
40	52	199	-903.1924964159981
41	54	199	-1107.2399382746678
42	55	199	-740.3738752117206
43	56	199	-755.6803224287426
44	58	199	-405.7781487257356
45	59	199	-920.754636779901
46	60	199	-671.6213268559326
47	62	199	-659.0293105488059
48	63	199	-823.7472401886201
49	65	199	-141.9520000837094
50	66	199	-477.66651424584006
51	69	199	-397.4414904202181
52	70	199	-264.1563255394726
53	71	199	-137.06243953697907
54	72	199	-141.77534412856895
55	74	199	-140.36473196140676
56	75	199	-141.85922862735396
57	76	199	-145.1503625246148
58	78	199	-378.6315075434458
59	79	199	-406.5333198914441
60	81	199	-395.8203999366079
61	82	199	-385.1840537107336
62	83	199	-565.1043195075264
63	85	199	-387.6503068159598
64	86	199	-1493.5566236619159
65	87	199	-274.37733211043445
66	89	199	-531.1317826110305
67	90	199	-1491.90601860506
68	92	199	-13.77934790839643
69	93	199	-134.72649881511356
70	94	199	-11.963713746010907
71	96	199	-144.5778408450114
72	97	199	-139.5017872095556
73	99	199	-6.671180133420386
74	100	199	-139.39835085738298
75	101	199	-240.36678997988824
76	103	199	-4.2425232635138626
77	104	199	-252.01733206600014
78	105	199	-5.4893909650944375
79	107	199	-5.650059431443733
80	108	199	-265.78430137931895
81	109	199	-6.397903260176389
82	111	199	-268.26785471528234
83	112	199	-266.20964732564687
84	114	199	-133.83257179562267
85	115	199	-244.23019035856666
86	116	199	-121.00888674977983
87	118	199	-266.7210117604086
88	119	199	-136.87874009390234
89	120	199	-136.1056184006833
90	122	199	-131.34874313249094
91	123	199	-260.09568854938317
92	124	199	-129.661494150979
93	126	199	-243.51476286510515
94	127	199	-366.45405413378927
95	128	199	-267.0998019312719
96	130	199	-3.4496795295661817
97	131	199	-246.59472622324157
98	133	199	-4.616300022418235
99	134	199	-131.5129568335212
100	135	199	-250.82079274525574
101	137	199	-266.7804679072042
102	138	199	-116.87598464491512
103	139	199	-126.64963188130747
104	141	199	-1.8798279909114626
105	142	199	-246.46864527358989
106	143	199	-248.34078014537485
107	145	199	-379.22303087817676
108	146	199	-140.04693502937073
109	148	199	-133.15718968703536
110	149	199	-128.70260938049955
111	150	199	-134.0412392827809
112	152	199	-132.80885485221293
113	153	199	-137.5544270622445
114	155	199	-131.1946470082058
115	156	199	-118.77664917906024
116	157	199	-257.7535978952017
117	159	199	-328.6547641405009
118	160	199	-135.32740488378477
119	161	199	-367.92656732243563
120	163	199	-129.42902320399782
121	164	199	-125.92926710930699
122	166	199	-270.90548276444997
123	167	199	-134.4371560175865
