9	0	8	-12.155373481599767	6.248484848484848	-10.100025001886666	64	40.65625	-21.719308497859817	761	3.354796320630749	-9.122844786719408
19	5	64	-20.50039799505642	6.248484848484848	-10.100025001886666	64	40.65625	-21.719308497859817	761	3.354796320630749	-9.122844786719408
29	7	0	0	6.248484848484848	-10.100025001886666	64	40.65625	-21.719308497859817	761	3.354796320630749	-9.122844786719408
39	10	0	0	5.935757575757576	-10.061469152313762	64	35.625	-21.157271585640196	761	3.4388961892247045	-9.128313625726522
49	12	0	0	6.0193939393939395	-10.076029627002997	64	36.75	-21.170109944452907	761	3.434954007884363	-9.143018930134673
59	15	6	-10.740744549701729	6.023030303030303	-10.244464981447628	64	33.328125	-21.991582141671397	761	3.726675427069645	-9.256533971915013
69	17	13	-13.27457614546723	5.907878787878788	-10.240048750298548	64	33.875	-22.338995334092385	761	3.5558475689881734	-9.222528932476203
79	19	8	-14.838701383042949	5.936969696969697	-10.240803644870978	64	34.1875	-22.340400822552457	761	3.5611038107752955	-9.223229112188172
89	21	0	0	5.92969696969697	-10.240793876655179	64	34.421875	-22.390185335036215	761	3.533508541392904	-9.21903165150881
99	23	2	-7.1837523253909525	5.974545454545455	-10.2381788614004	64	34.390625	-22.35396991655079	761	3.5847568988173455	-9.219242425750432
109	24	0	0	5.872727272727273	-10.2230352444292	64	33.171875	-22.119237494949207	761	3.5768725361366625	-9.22256619839335
119	26	0	0	5.284848484848485	-10.045018599576263	64	30.125	-21.102174639445195	761	3.195795006570302	-9.115113229600427
129	28	0	0	5.215757575757576	-10.019329082858782	64	28.828125	-20.74002968815403	761	3.2299605781865965	-9.117719570718313
139	30	0	0	5.075151515151515	-9.976134438152345	64	28.921875	-20.461275195872414	761	3.0696452036793693	-9.094335478238962
149	32	0	0	5.12969696969697	-9.967302870856836	64	29.0	-20.512797282883525	761	3.1222076215505914	-9.0804281765471
159	33	0	0	5.163636363636364	-9.965862023032527	64	30.546875	-20.702900242379865	761	3.028909329829172	-9.062878519697138
169	35	11	-12.659031242145252	5.29939393939394	-9.981824791020754	64	32.5625	-21.00199213189726	761	3.0065703022339028	-9.055030165769642
179	37	7	-11.80434794221631	5.092121212121212	-9.962452073434141	64	29.765625	-20.636433736034025	761	3.0170827858081473	-9.064771618235202
189	39	0	0	5.349090909090909	-10.015804505613994	64	30.078125	-20.76795959667718	761	3.269382391590013	-9.111549675353753
199	41	0	0	5.321212121212121	-9.97845912633088	64	30.390625	-20.624780561194363	761	3.2128777923784493	-9.083104892649851
209	43	0	0	5.75030303030303	-10.10115792394463	64	33.71875	-21.22101712274748	761	3.3981603153745072	-9.165979226542024
219	44	20	-14.477725247273236	6.1842424242424245	-10.227324652515605	64	37.5625	-22.366531686257318	761	3.545335085413929	-9.206418936143109
229	46	85	-26.37161350682558	6.098181818181819	-10.148987397726096	64	39.171875	-22.177158983229	761	3.316688567674113	-9.137419747959754
239	49	8	-13.13983055525602	6.718787878787879	-10.283720610310485	64	41.96875	-22.726276304201058	761	3.754270696452037	-9.237303311481318
249	51	0	0	7.8133333333333335	-10.460809733484298	64	52.21875	-24.473810978371752	761	4.078843626806833	-9.282318170182332
259	53	6	-12.855495765366701	7.450909090909091	-10.461546095027595	64	50.875	-24.787865419567453	761	3.7989487516425755	-9.256704522398751
269	55	5	-11.060527254125937	6.349090909090909	-10.262427652214823	64	40.28125	-22.87429294998964	761	3.495400788436268	-9.201771437947295
279	57	8	-12.493167697152305	7.256969696969697	-10.293882523465907	64	49.671875	-23.139977259319494	761	3.6898817345597896	-9.21352764423512
289	59	8	-11.22635389633606	6.204848484848485	-10.250135047121448	64	38.171875	-22.773607198205227	761	3.516425755584757	-9.196912684875242
299	61	0	0	6.570909090909091	-10.29306221985398	64	41.640625	-23.154771024582182	761	3.621550591327201	-9.211394199482621
309	62	8	-11.903728153135708	6.459393939393939	-10.29942925937254	64	40.875	-23.216960791327832	761	3.565045992115637	-9.213066554976825
319	64	6	-13.131208678977126	7.278787878787878	-10.424999230943449	64	45.296875	-23.92601934612795	761	4.081471747700395	-9.289565213372084
329	66	0	0	5.912727272727273	-10.221939869932184	64	33.953125	-22.18666096349657	761	3.5545335085413927	-9.215708398200094
339	68	22	-16.11458703622918	7.128484848484849	-10.318779348698111	64	45.90625	-23.186897977507435	761	3.867279894875164	-9.23657226296382
349	70	3	-9.422431315401761	5.775757575757575	-10.219261195559307	64	31.4375	-21.81618796055885	761	3.6176084099868593	-9.243961178529121
359	72	6	-13.064576678385679	9.008484848484848	-10.453080316820172	64	58.625	-23.985799109734938	761	4.835742444152431	-9.31498044461709
369	74	7	-14.589297388373835	6.204848484848485	-10.267834534622818	64	36.59375	-22.471189314200213	761	3.649145860709593	-9.241534001254943
379	76	44	-19.678326622411724	7.2703030303030305	-10.455952000365537	64	45.609375	-24.02809836478164	761	4.045992115637319	-9.314536274580213
389	78	7	-13.384350164791156	6.5612121212121215	-10.326437543560628	64	41.34375	-23.36594505277627	761	3.6360052562417873	-9.229816675505699
399	80	0	0	6.413333333333333	-10.288333810641184	64	38.546875	-22.816652695489964	761	3.7109067017082786	-9.234703838722234
409	82	7	-11.275382693414203	6.215757575757576	-10.261368818424899	64	35.671875	-22.285694599404582	761	3.73850197109067	-9.250124600313598
419	83	0	0	7.101818181818182	-10.430008968501959	64	44.34375	-23.94675351673278	761	3.9697766097240472	-9.293252528177685
429	85	0	0	6.192727272727272	-10.255728101590597	64	35.265625	-22.106223534341417	761	3.747700394218134	-9.259102992922985
